time,i_mod_avg,i_mod_rms,u_bat
5158.0,19.66647,19.66647,3.527067901279148
5159.0,19.66647,19.66647,3.526999107303509
5160.0,19.66647,19.66647,3.5269301784369635
5161.0,19.66647,19.66647,3.5268607091988518
5162.0,19.66647,19.66647,3.5267902669880344
5163.0,19.66647,19.66647,3.5267183920829015
5164.0,19.66647,19.66647,3.5266445976413623
5165.0,19.66647,19.66647,3.52656836970085
5166.0,19.66647,19.66647,3.5264891671783207
5167.0,19.66647,19.66647,3.526406421870257
5168.0,19.66647,19.66647,3.5263195384526633
5169.0,19.66647,19.66647,3.5262278944810648
5170.0,19.66647,19.66647,3.5261308403905143
5171.0,19.66647,19.66647,3.526027722338561
5172.0,19.66647,19.66647,3.5259209257888995
5173.0,19.66647,19.66647,3.5258126548252373
5174.0,19.66647,19.66647,3.525703246893563
5175.0,19.66647,19.66647,3.5255930211814968
5176.0,19.66647,19.66647,3.5254822786182944
5177.0,19.66647,19.66647,3.5253713018748543
5178.0,19.66647,19.66647,3.5252603553637036
5179.0,19.66647,19.66647,3.5251496852390094
5180.0,19.66647,19.66647,3.5250395193965747
5181.0,19.66647,19.66647,3.5249300674738393
5182.0,19.66647,19.66647,3.524821520849879
5183.0,19.66647,19.66647,3.5247140526454053
5184.0,19.66647,19.66647,3.5246078177227655
5185.0,19.66647,19.66647,3.524502952685946
5186.0,19.66647,19.66647,3.5243995758805666
5187.0,19.66647,19.66647,3.5242977873938854
5188.0,19.66647,19.66647,3.524197669054794
5189.0,19.66647,19.66647,3.5240992844338233
5190.0,19.66647,19.66647,3.524002678843139
5191.0,19.66647,19.66647,3.5239078793365435
5192.0,19.66647,19.66647,3.5238148947094743
5193.0,19.66647,19.66647,3.523723715499009
5194.0,19.66647,19.66647,3.523634313983857
5195.0,19.66647,19.66647,3.523546644184367
5196.0,19.66647,19.66647,3.5234606418625205
5197.0,19.66647,19.66647,3.523376224521939
5198.0,19.66647,19.66647,3.5232932914078816
5199.0,19.66647,19.66647,3.5232117235072358
5200.0,19.66647,19.66647,3.523131383548536
5201.0,19.66647,19.66647,3.523052116001944
5202.0,19.66647,19.66647,3.5229737470792637
5203.0,19.66647,19.66647,3.5228960847339303
5204.0,19.66647,19.66647,3.522818918661021
5205.0,19.66647,19.66647,3.522742020297245
5206.0,19.66647,19.66647,3.5226651428209492
5207.0,19.66647,19.66647,3.522588021152116
5208.0,19.66647,19.66647,3.5225103719523676
5209.0,19.66647,19.66647,3.522431893624958
5210.0,19.66647,19.66647,3.5223522663147793
5211.0,19.66647,19.66647,3.5222711519083605
5212.0,19.66647,19.66647,3.5221881940338644
5213.0,19.66647,19.66647,3.5221030180610935
5214.0,19.66647,19.66647,3.522015231101487
5215.0,19.66647,19.66647,3.521924422008116
5216.0,19.66647,19.66647,3.521830161375691
5217.0,19.66647,19.66647,3.5217320015405584
5218.0,19.66647,19.66647,3.5216298882664985
5219.0,19.66647,19.66647,3.5215256548305165
5220.0,19.66647,19.66647,3.521419859657966
5221.0,19.66647,19.66647,3.5213128116063213
5222.0,19.66647,19.66647,3.521204804053567
5223.0,19.66647,19.66647,3.5210961148981994
5224.0,19.66647,19.66647,3.5209870065592246
5225.0,19.66647,19.66647,3.5208777259761597
5226.0,19.66647,19.66647,3.5207685046090327
5227.0,19.66647,19.66647,3.5206595584383793
5228.0,19.66647,19.66647,3.5205510879652486
5229.0,19.66647,19.66647,3.5204432782111996
5230.0,19.66647,19.66647,3.5203362987183
5231.0,19.66647,19.66647,3.5202303035491327
5232.0,19.66647,19.66647,3.520125431286784
5233.0,19.66647,19.66647,3.520021805034855
5234.0,19.66647,19.66647,3.519919532417459
5235.0,19.66647,19.66647,3.519818705579213
5236.0,19.66647,19.66647,3.5197194011852546
5237.0,19.66647,19.66647,3.519621680421222
5238.0,19.66647,19.66647,3.519525588993268
5239.0,19.66647,19.66647,3.5194311571280585
5240.0,19.66647,19.66647,3.519338399572765
5241.0,19.66647,19.66647,3.5192473155950723
5242.0,19.66647,19.66647,3.5191578889831745
5243.0,19.66647,19.66647,3.5190700880457784
5244.0,19.66647,19.66647,3.5189838656120953
5245.0,19.66647,19.66647,3.518899159031857
5246.0,19.66647,19.66647,3.518815890175296
5247.0,19.66647,19.66647,3.5187339654331615
5248.0,19.66647,19.66647,3.518653275716709
5249.0,19.66647,19.66647,3.518573696457706
5250.0,19.66647,19.66647,3.5184950876084335
5251.0,19.66647,19.66647,3.518417293641679
5252.0,19.66647,19.66647,3.518340143550741
5253.0,19.66647,19.66647,3.5182634508494286
5254.0,19.66647,19.66647,3.518187013572065
5255.0,19.66647,19.66647,3.5181106142734775
5256.0,19.66647,19.66647,3.518034020029009
5257.0,19.66647,19.66647,3.5179569824345105
5258.0,19.66647,19.66647,3.5178792376063432
5259.0,19.66647,19.66647,3.5178005061813815
5260.0,19.66647,19.66647,3.5177204933170056
5261.0,19.66647,19.66647,3.5176388886911134
5262.0,19.66647,19.66647,3.5175553665021044
5263.0,19.66647,19.66647,3.5174695854688953
5264.0,19.66647,19.66647,3.5173811888309103
5265.0,19.66647,19.66647,3.517289804348084
5266.0,19.66647,19.66647,3.5171950443008626
5267.0,19.66647,19.66647,3.517096505490203
5268.0,19.66647,19.66647,3.5169937777927682
5269.0,19.66647,19.66647,3.5168874497131917
5270.0,19.66647,19.66647,3.5167784156788118
5271.0,19.66647,19.66647,3.51666711959186
5272.0,19.66647,19.66647,3.5165539851173815
5273.0,19.66647,19.66647,3.5164394156832186
5274.0,19.66647,19.66647,3.516323794480027
5275.0,19.66647,19.66647,3.5162074844612663
5276.0,19.66647,19.66647,3.516090828343203
5277.0,19.66647,19.66647,3.515974148604909
5278.0,19.66647,19.66647,3.515857747488267
5279.0,19.66647,19.66647,3.515741906997959
5280.0,19.66647,19.66647,3.5156268889014823
5281.0,19.66647,19.66647,3.515512934729133
5282.0,19.66647,19.66647,3.515400265774017
5283.0,19.66647,19.66647,3.5152890830920476
5284.0,19.66647,19.66647,3.5151795675019426
5285.0,19.66647,19.66647,3.515071879585229
5286.0,19.66647,19.66647,3.5149661596862374
5287.0,19.66647,19.66647,3.5148625279121073
5288.0,19.66647,19.66647,3.5147610841327825
5289.0,19.66647,19.66647,3.514661907981015
5290.0,19.66647,19.66647,3.514565058852363
5291.0,19.66647,19.66647,3.514470575905191
5292.0,19.66647,19.66647,3.514378478060671
5293.0,19.66647,19.66647,3.51428876400278
5294.0,19.66647,19.66647,3.514201412178301
5295.0,19.66647,19.66647,3.5141163807968274
5296.0,19.66647,19.66647,3.5140336078307555
5297.0,19.66647,19.66647,3.5139530110152872
5298.0,19.66647,19.66647,3.513874487848436
5299.0,19.66647,19.66647,3.5137979155910153
5300.0,19.66647,19.66647,3.5137231512666527
5301.0,19.66647,19.66647,3.5136500316617756
5302.0,19.66647,19.66647,3.51357837332562
5303.0,19.66647,19.66647,3.513507972570231
5304.0,19.66647,19.66647,3.5134386054704567
5305.0,19.66647,19.66647,3.513370027863955
5306.0,19.66647,19.66647,3.5133019753511863
5307.0,19.66647,19.66647,3.5132341632954223
5308.0,19.66647,19.66647,3.513166286822736
5309.0,19.66647,19.66647,3.513098020822013
5310.0,19.66647,19.66647,3.513029019944939
5311.0,19.66647,19.66647,3.5129589186060115
5312.0,19.66647,19.66647,3.512887330982531
5313.0,19.66647,19.66647,3.512813851014607
5314.0,19.66647,19.66647,3.512738052405154
5315.0,19.66647,19.66647,3.5126594886198945
5316.0,19.66647,19.66647,3.5125776928873558
5317.0,19.66647,19.66647,3.512492178198873
5318.0,19.66647,19.66647,3.5124024373085865
5319.0,19.66647,19.66647,3.512307942733444
5320.0,19.66647,19.66647,3.5122081467532014
5321.0,19.66647,19.66647,3.512102481410417
5322.0,19.66647,19.66647,3.511990586466175
5323.0,19.66647,19.66647,3.5118741988964977
5324.0,19.66647,19.66647,3.5117543381716563
5325.0,19.66647,19.66647,3.5116316365204283
5326.0,19.66647,19.66647,3.5115066958370886
5327.0,19.66647,19.66647,3.511380087681411
5328.0,19.66647,19.66647,3.511252353278662
5329.0,19.66647,19.66647,3.511124003519604
5330.0,19.66647,19.66647,3.5109955189604976
5331.0,19.66647,19.66647,3.510867349823098
5332.0,19.66647,19.66647,3.5107399159946575
5333.0,19.66647,19.66647,3.5106136070279224
5334.0,19.66647,19.66647,3.5104887821411364
5335.0,19.66647,19.66647,3.510365770218041
5336.0,19.66647,19.66647,3.5102448698078708
5337.0,19.66647,19.66647,3.510126349125355
5338.0,19.66647,19.66647,3.510010446050725
5339.0,19.66647,19.66647,3.5098973681297028
5340.0,19.66647,19.66647,3.509787292573506
5341.0,19.66647,19.66647,3.5096803662588534
5342.0,19.66647,19.66647,3.5095767057279557
5343.0,19.66647,19.66647,3.509476397188519
5344.0,19.66647,19.66647,3.509379496513749
5345.0,19.66647,19.66647,3.509286029242344
5346.0,19.66647,19.66647,3.5091959905785006
5347.0,19.66647,19.66647,3.50910934539191
5348.0,19.66647,19.66647,3.5090260282177597
5349.0,19.66647,19.66647,3.508945943256733
5350.0,19.66647,19.66647,3.508868964375012
5351.0,19.66647,19.66647,3.5087949351042687
5352.0,19.66647,19.66647,3.508723668641676
5353.0,19.66647,19.66647,3.5086549478499034
5354.0,19.66647,19.66647,3.5085885252571143
5355.0,19.66647,19.66647,3.508524123056967
5356.0,19.66647,19.66647,3.5084614331086166
5357.0,19.66647,19.66647,3.508400116936718
5358.0,19.66647,19.66647,3.508339805731417
5359.0,19.66647,19.66647,3.5082801003483564
5360.0,19.66647,19.66647,3.5082205713086765
5361.0,19.66647,19.66647,3.5081607587990136
5362.0,19.66647,19.66647,3.5081001726715004
5363.0,19.66647,19.66647,3.5080382924437634
5364.0,19.66647,19.66647,3.507974567298927
5365.0,19.66647,19.66647,3.50790841608561
5366.0,19.66647,19.66647,3.50783922731793
5367.0,19.66647,19.66647,3.507766359175496
5368.0,19.66647,19.66647,3.507689139503419
5369.0,19.66647,19.66647,3.507606865812301
5370.0,19.66647,19.66647,3.5075188052782416
5371.0,19.66647,19.66647,3.5074241947428377
5372.0,19.66647,19.66647,3.5073222407131817
5373.0,19.66647,19.66647,3.50721211936186
5374.0,19.66647,19.66647,3.507093479454964
5375.0,19.66647,19.66647,3.5069705881736684
5376.0,19.66647,19.66647,3.5068451068074125
5377.0,19.66647,19.66647,3.5067176270059215
5378.0,19.66647,19.66647,3.506588708660164
5379.0,19.66647,19.66647,3.5064588799023664
5380.0,19.66647,19.66647,3.5063286371059985
5381.0,19.66647,19.66647,3.506198444885783
5382.0,19.66647,19.66647,3.5060687360976917
5383.0,19.66647,19.66647,3.5059399118389427
5384.0,19.66647,19.66647,3.5058123414480096
5385.0,19.66647,19.66647,3.505686362504611
5386.0,19.66647,19.66647,3.5055622808297175
5387.0,19.66647,19.66647,3.505440370485549
5388.0,19.66647,19.66647,3.505320873775574
5389.0,19.66647,19.66647,3.5052040012445116
5390.0,19.66647,19.66647,3.5050899316783295
5391.0,19.66647,19.66647,3.504978812104247
5392.0,19.66647,19.66647,3.5048707577907314
5393.0,19.66647,19.66647,3.5047658522474996
5394.0,19.66647,19.66647,3.504664147225519
5395.0,19.66647,19.66647,3.5045656627170074
5396.0,19.66647,19.66647,3.5044703869554295
5397.0,19.66647,19.66647,3.5043782764155016
5398.0,19.66647,19.66647,3.5042892558131897
5399.0,19.66647,19.66647,3.5042032181057103
5400.0,19.66647,19.66647,3.5041200244915256
5401.0,19.66647,19.66647,3.5040395044103514
5402.0,19.66647,19.66647,3.5039614555431546
5403.0,19.66647,19.66647,3.5038856438121444
5404.0,19.66647,19.66647,3.5038118033807883
5405.0,19.66647,19.66647,3.5037396366537967
5406.0,19.66647,19.66647,3.5036688142771335
5407.0,19.66647,19.66647,3.5035989751380114
5408.0,19.66647,19.66647,3.5035297263648912
5409.0,19.66647,19.66647,3.503460643327487
5410.0,19.66647,19.66647,3.503391269636759
5411.0,19.66647,19.66647,3.5033211171449175
5412.0,19.66647,19.66647,3.503249665945425
5413.0,19.66647,19.66647,3.5031763643729894
5414.0,19.66647,19.66647,3.5031006290035727
5415.0,19.66647,19.66647,3.503021844654383
5416.0,19.66647,19.66647,3.502939364383881
5417.0,19.66647,19.66647,3.502852509491775
5418.0,19.66647,19.66647,3.5027605695190243
5419.0,19.66647,19.66647,3.5026628022478348
5420.0,19.66647,19.66647,3.5025584337016675
5421.0,19.66647,19.66647,3.5024466581452267
5422.0,19.66647,19.66647,3.5023297797580857
5423.0,19.66647,19.66647,3.502211275364589
5424.0,19.66647,19.66647,3.5020915380507165
5425.0,19.66647,19.66647,3.501970936709235
5426.0,19.66647,19.66647,3.5018498185875777
5427.0,19.66647,19.66647,3.5017285092878465
5428.0,19.66647,19.66647,3.501607312766809
5429.0,19.66647,19.66647,3.5014865113359024
5430.0,19.66647,19.66647,3.5013663656612293
5431.0,19.66647,19.66647,3.5012471147635633
5432.0,19.66647,19.66647,3.501128976018339
5433.0,19.66647,19.66647,3.501012145155664
5434.0,19.66647,19.66647,3.500896796260312
5435.0,19.66647,19.66647,3.5007830817717247
5436.0,19.66647,19.66647,3.5006711324840074
5437.0,19.66647,19.66647,3.5005610575459385
5438.0,19.66647,19.66647,3.500452944460959
5439.0,19.66647,19.66647,3.5003468590871805
5440.0,19.66647,19.66647,3.5002428456373798
5441.0,19.66647,19.66647,3.500140926679004
5442.0,19.66647,19.66647,3.5000411031341634
5443.0,19.66647,19.66647,3.4999433542796394
5444.0,19.66647,19.66647,3.4998476377468806
5445.0,19.66647,19.66647,3.4997538895220006
5446.0,19.66647,19.66647,3.4996620239457825
5447.0,19.66647,19.66647,3.4995719337136757
5448.0,19.66647,19.66647,3.4994834898757983
5449.0,19.66647,19.66647,3.499396541836933
5450.0,19.66647,19.66647,3.4993109173565347
5451.0,19.66647,19.66647,3.4992264225487215
5452.0,19.66647,19.66647,3.49914284188228
5453.0,19.66647,19.66647,3.499059938180666
5454.0,19.66647,19.66647,3.4989774526219994
5455.0,19.66647,19.66647,3.4988951047390704
5456.0,19.66647,19.66647,3.498812592419338
5457.0,19.66647,19.66647,3.498729591904923
5458.0,19.66647,19.66647,3.4986457577926187
5459.0,19.66647,19.66647,3.4985607230338838
5460.0,19.66647,19.66647,3.498474098934844
5461.0,19.66647,19.66647,3.4983854751562946
5462.0,19.66647,19.66647,3.4982944197136963
5463.0,19.66647,19.66647,3.4982004789771772
5464.0,19.66647,19.66647,3.498103177671534
5465.0,19.66647,19.66647,3.49800201887623
5466.0,19.66647,19.66647,3.4978964840253974
5467.0,19.66647,19.66647,3.497786536494295
5468.0,19.66647,19.66647,3.497674615788572
5469.0,19.66647,19.66647,3.497561379360773
5470.0,19.66647,19.66647,3.4974471147067563
5471.0,19.66647,19.66647,3.4973320941277493
5472.0,19.66647,19.66647,3.497216574730345
5473.0,19.66647,19.66647,3.497100798426508
5474.0,19.66647,19.66647,3.496984991933572
5475.0,19.66647,19.66647,3.4968693667742383
5476.0,19.66647,19.66647,3.4967541192765763
5477.0,19.66647,19.66647,3.4966394305740276
5478.0,19.66647,19.66647,3.496525466605396
5479.0,19.66647,19.66647,3.4964123781148597
5480.0,19.66647,19.66647,3.496300300651965
5481.0,19.66647,19.66647,3.4961893545716243
5482.0,19.66647,19.66647,3.496079645034123
5483.0,19.66647,19.66647,3.4959712620051087
5484.0,19.66647,19.66647,3.4958642802556055
5485.0,19.66647,19.66647,3.495758759361998
5486.0,19.66647,19.66647,3.4956547437060483
5487.0,19.66647,19.66647,3.4955522624748814
5488.0,19.66647,19.66647,3.4954513296609924
5489.0,19.66647,19.66647,3.4953519440622447
5490.0,19.66647,19.66647,3.49525408928187
5491.0,19.66647,19.66647,3.495157733728474
5492.0,19.66647,19.66647,3.4950628306160234
5493.0,19.66647,19.66647,3.4949693179638577
5494.0,19.66647,19.66647,3.494877118596686
5495.0,19.66647,19.66647,3.494786140144582
5496.0,19.66647,19.66647,3.494696275042994
5497.0,19.66647,19.66647,3.4946074005327357
5498.0,19.66647,19.66647,3.494519378659988
5499.0,19.66647,19.66647,3.494432056276304
5500.0,19.66647,19.66647,3.494345265038602
5501.0,19.66647,19.66647,3.4942588214091725
5502.0,19.66647,19.66647,3.4941725266556745
5503.0,19.66647,19.66647,3.4940861668511327
5504.0,19.66647,19.66647,3.4939995128739425
5505.0,19.66647,19.66647,3.4939123204078664
5506.0,19.66647,19.66647,3.49382432994204
5507.0,19.66647,19.66647,3.493735266770965
5508.0,19.66647,19.66647,3.4936448409945093
5509.0,19.66647,19.66647,3.4935527475179136
5510.0,19.66647,19.66647,3.493458666051783
5511.0,19.66647,19.66647,3.4933622611120976
5512.0,19.66647,19.66647,3.4932631820202014
5513.0,19.66647,19.66647,3.493161062902807
5514.0,19.66647,19.66647,3.493055522691998
5515.0,19.66647,19.66647,3.4929462159838436
5516.0,19.66647,19.66647,3.492834057156504
5517.0,19.66647,19.66647,3.492719800504426
5518.0,19.66647,19.66647,3.492603801801638
5519.0,19.66647,19.66647,3.4924864002560425
5520.0,19.66647,19.66647,3.492367918509413
5521.0,19.66647,19.66647,3.4922486626373965
5522.0,19.66647,19.66647,3.4921289221495084
5523.0,19.66647,19.66647,3.492008969989139
5524.0,19.66647,19.66647,3.49188906253355
5525.0,19.66647,19.66647,3.491769439593873
5526.0,19.66647,19.66647,3.491650324415112
5527.0,19.66647,19.66647,3.4915319236761455
5528.0,19.66647,19.66647,3.491414427489718
5529.0,19.66647,19.66647,3.4912980094024517
5530.0,19.66647,19.66647,3.4911828263948395
5531.0,19.66647,19.66647,3.491069018881241
5532.0,19.66647,19.66647,3.4909567107098938
5533.0,19.66647,19.66647,3.4908460091629054
5534.0,19.66647,19.66647,3.490737004956253
5535.0,19.66647,19.66647,3.4906297722397865
5536.0,19.66647,19.66647,3.49052436859723
5537.0,19.66647,19.66647,3.4904208350461765
5538.0,19.66647,19.66647,3.49031919603809
5539.0,19.66647,19.66647,3.4902194594583107
5540.0,19.66647,19.66647,3.490121616626046
5541.0,19.66647,19.66647,3.4900256422943787
5542.0,19.66647,19.66647,3.489931494650261
5543.0,19.66647,19.66647,3.4898391153145156
5544.0,19.66647,19.66647,3.4897484293418417
5545.0,19.66647,19.66647,3.4896593452208053
5546.0,19.66647,19.66647,3.489571754873847
5547.0,19.66647,19.66647,3.489485533657279
5548.0,19.66647,19.66647,3.4894005403612844
5549.0,19.66647,19.66647,3.489316617209918
5550.0,19.66647,19.66647,3.4892335898611075
5551.0,19.66647,19.66647,3.4891512674066507
5552.0,19.66647,19.66647,3.489069442372219
5553.0,19.66647,19.66647,3.4889878907173535
5554.0,19.66647,19.66647,3.48890637183547
5555.0,19.66647,19.66647,3.4888246285538527
5556.0,19.66647,19.66647,3.488742387133659
5557.0,19.66647,19.66647,3.4886593572699214
5558.0,19.66647,19.66647,3.488575232091537
5559.0,19.66647,19.66647,3.488489688161281
5560.0,19.66647,19.66647,3.488402385475798
5561.0,19.66647,19.66647,3.4883129674656037
5562.0,19.66647,19.66647,3.4882210609950866
5563.0,19.66647,19.66647,3.4881262763625056
5564.0,19.66647,19.66647,3.488028207299994
5565.0,19.66647,19.66647,3.487926430973556
5566.0,19.66647,19.66647,3.4878205079830655
5567.0,19.66647,19.66647,3.4877099823622686
5568.0,19.66647,19.66647,3.487594421444646
5569.0,19.66647,19.66647,3.4874745372851716
5570.0,19.66647,19.66647,3.4873512028838087
5571.0,19.66647,19.66647,3.487224988659717
5572.0,19.66647,19.66647,3.4870964389756125
5573.0,19.66647,19.66647,3.4869660721377573
5574.0,19.66647,19.66647,3.4868343803959654
5575.0,19.66647,19.66647,3.4867018299436023
5576.0,19.66647,19.66647,3.486568860917581
5577.0,19.66647,19.66647,3.486435887398367
5578.0,19.66647,19.66647,3.486303297409975
5579.0,19.66647,19.66647,3.4861714529199705
5580.0,19.66647,19.66647,3.486040689839471
5581.0,19.66647,19.66647,3.485911318023138
5582.0,19.66647,19.66647,3.485783621269192
5583.0,19.66647,19.66647,3.4856578573193993
5584.0,19.66647,19.66647,3.4855342578590744
5585.0,19.66647,19.66647,3.4854130285170872
5586.0,19.66647,19.66647,3.485294348865853
5587.0,19.66647,19.66647,3.4851783724213403
5588.0,19.66647,19.66647,3.4850652266430675
5589.0,19.66647,19.66647,3.4849550129341043
5590.0,19.66647,19.66647,3.4848478066410675
5591.0,19.66647,19.66647,3.4847436570541266
5592.0,19.66647,19.66647,3.484642587407001
5593.0,19.66647,19.66647,3.4845445948769593
5594.0,19.66647,19.66647,3.484449650584824
5595.0,19.66647,19.66647,3.4843576995949626
5596.0,19.66647,19.66647,3.4842686609152986
5597.0,19.66647,19.66647,3.4841824274972995
5598.0,19.66647,19.66647,3.4840988662359895
5599.0,19.66647,19.66647,3.484017817969936
5600.0,19.66647,19.66647,3.4839390974812656
5601.0,19.66647,19.66647,3.4838624934956473
5602.0,19.66647,19.66647,3.4837877686823036
5603.0,19.66647,19.66647,3.483714659654008
5604.0,19.66647,19.66647,3.4836428769670826
5605.0,19.66647,19.66647,3.4835721051214024
5606.0,19.66647,19.66647,3.483502002560388
5607.0,19.66647,19.66647,3.4834322016710146
5608.0,19.66647,19.66647,3.483362308783808
5609.0,19.66647,19.66647,3.483291904172841
5610.0,19.66647,19.66647,3.4832205420557383
5611.0,19.66647,19.66647,3.4831477505936754
5612.0,19.66647,19.66647,3.4830730318913754
5613.0,19.66647,19.66647,3.482995861997118
5614.0,19.66647,19.66647,3.482915690902726
5615.0,19.66647,19.66647,3.482831942543578
5616.0,19.66647,19.66647,3.4827440147985986
5617.0,19.66647,19.66647,3.482651279490265
5618.0,19.66647,19.66647,3.4825530823846043
5619.0,19.66647,19.66647,3.4824487431911946
5620.0,19.66647,19.66647,3.4823375555631637
5621.0,19.66647,19.66647,3.4822187870971892
5622.0,19.66647,19.66647,3.4820923639123844
5623.0,19.66647,19.66647,3.4819653141897833
5624.0,19.66647,19.66647,3.481839609843696
5625.0,19.66647,19.66647,3.48171516761398
5626.0,19.66647,19.66647,3.481591907452331
5627.0,19.66647,19.66647,3.4814697525222766
5628.0,19.66647,19.66647,3.4813486291991826
5629.0,19.66647,19.66647,3.4812284670702476
5630.0,19.66647,19.66647,3.481109198934504
5631.0,19.66647,19.66647,3.4809907608028197
5632.0,19.66647,19.66647,3.4808730918978976
5633.0,19.66647,19.66647,3.4806787129243224
5634.0,19.66647,19.66647,3.479006653255019
5635.0,19.66647,19.66647,3.476773227025881
5636.0,19.66647,19.66647,3.475546010898596
5637.0,19.66647,19.66647,3.476467467839223
5638.0,19.66647,19.66647,3.480254937895879
5639.0,19.66647,19.66647,3.487200629285486
5640.0,19.66647,19.66647,3.497171611929354
5641.0,0.0,0.0,3.607942164510523
5642.0,0.0,0.0,3.6218643750436645
5643.0,0.0,0.0,3.6358622438607973
5644.0,0.0,0.0,3.6481182884470598
5645.0,0.0,0.0,3.658729969823936
5646.0,0.0,0.0,3.668667041263055
5647.0,0.0,0.0,3.6779695766669054
5648.0,0.0,0.0,3.6866760960502205
5649.0,0.0,0.0,3.694823565539978
5650.0,0.0,0.0,3.702447397375399
5651.0,0.0,0.0,3.7095814499079514
5652.0,0.0,0.0,3.716258027601345
5653.0,0.0,0.0,3.7225078810315377
5654.0,0.0,0.0,3.728360206886727
5655.0,0.0,0.0,3.7338426794030455
5656.0,0.0,0.0,3.738982005744024
5657.0,0.0,0.0,3.74379830228357
5658.0,0.0,0.0,3.7483090164927577
5659.0,0.0,0.0,3.7525311548437474
5660.0,0.0,0.0,3.7564812828097867
5661.0,0.0,0.0,3.7601755248652093
5662.0,0.0,0.0,3.763629564485437
5663.0,0.0,0.0,3.7668586441469767
5664.0,0.0,0.0,3.7698775653274246
5665.0,0.0,0.0,3.7727006885054606
5666.0,0.0,0.0,3.775341933160855
5667.0,0.0,0.0,3.7778147777744615
5668.0,0.0,0.0,3.780132259828223
5669.0,0.0,0.0,3.782306975805169
5670.0,0.0,0.0,3.784348872556393
5671.0,0.0,0.0,3.7862628556630473
5672.0,0.0,0.0,3.788055733447383
5673.0,0.0,0.0,3.78973422091891
5674.0,0.0,0.0,3.791304854557833
5675.0,0.0,0.0,3.7927739923150523
5676.0,0.0,0.0,3.794147813612159
5677.0,0.0,0.0,3.7954323193414408
5678.0,0.0,0.0,3.7966333318658774
5679.0,0.0,0.0,3.7977564950191427
5680.0,0.0,0.0,3.798807274105605
5681.0,0.0,0.0,3.7997909559003267
5682.0,0.0,0.0,3.800712648649063
5683.0,0.0,0.0,3.8015772820682647
5684.0,0.0,0.0,3.8023890975458814
5685.0,0.0,0.0,3.803150240699114
5686.0,0.0,0.0,3.803863333521142
5687.0,0.0,0.0,3.804531015825938
5688.0,0.0,0.0,3.805155859138112
5689.0,0.0,0.0,3.80574036669291
5690.0,0.0,0.0,3.806286973436218
5691.0,0.0,0.0,3.8067980460245554
5692.0,0.0,0.0,3.8072758828250803
5693.0,0.0,0.0,3.8077227139155867
5694.0,0.0,0.0,3.8081407010845068
5695.0,0.0,0.0,3.8085319378309075
5696.0,0.0,0.0,3.8088984493644955
5697.0,0.0,0.0,3.809242192605612
5698.0,0.0,0.0,3.8095649891865566
5699.0,0.0,0.0,3.809867804548094
5700.0,0.0,0.0,3.810151584674927
5701.0,0.0,0.0,3.8104173568087174
5702.0,0.0,0.0,3.81066612301846
5703.0,0.0,0.0,3.810898860200482
5704.0,0.0,0.0,3.811116520078439
5705.0,0.0,0.0,3.8113200292033214
5706.0,0.0,0.0,3.8115102889534507
5707.0,0.0,0.0,3.81168817553448
5708.0,0.0,0.0,3.8118545399793935
5709.0,0.0,0.0,3.812010208148508
5710.0,0.0,0.0,3.8121559807294725
5711.0,0.0,0.0,3.812292633237266
5712.0,0.0,0.0,3.812420916014202
5713.0,0.0,0.0,3.81254140582594
5714.0,0.0,0.0,3.812654391221126
5715.0,0.0,0.0,3.812760260281492
5716.0,0.0,0.0,3.812859394952443
5717.0,0.0,0.0,3.812952168680482
5718.0,0.0,0.0,3.8130389464132035
5719.0,0.0,0.0,3.813120084599298
5720.0,0.0,0.0,3.8131959311885515
5721.0,0.0,0.0,3.8132668256318447
5722.0,0.0,0.0,3.8133330988811522
5723.0,0.0,0.0,3.8133950733895445
5724.0,0.0,0.0,3.813453063111187
5725.0,0.0,0.0,3.8135073735013383
5726.0,0.0,0.0,3.8135583015163546
5727.0,0.0,0.0,3.813606135613684
5728.0,0.0,0.0,3.813651097832018
5729.0,0.0,0.0,3.8136932820091665
5730.0,0.0,0.0,3.8137328245525928
5731.0,0.0,0.0,3.8137698611625215
5732.0,0.0,0.0,3.813804525240781
5733.0,0.0,0.0,3.8138369478907994
5734.0,0.0,0.0,3.81386725791761
5735.0,0.0,0.0,3.8138955818278464
5736.0,0.0,0.0,3.8139220438297445
5737.0,0.0,0.0,3.813946765833144
5738.0,0.0,0.0,3.813969867449486
5739.0,0.0,0.0,3.8139914659918133
5740.0,0.0,0.0,3.8140116764747725
5741.0,0.0,0.0,3.8140306116146103
5742.0,0.0,0.0,3.8140483818291777
5743.0,0.0,0.0,3.814065095237927
5744.0,0.0,0.0,3.8140808312534684
5745.0,0.0,0.0,3.814095611571001
5746.0,0.0,0.0,3.814109478149616
5747.0,0.0,0.0,3.8141224734764227
5748.0,0.0,0.0,3.8141346398215497
5749.0,0.0,0.0,3.8141460192381444
5750.0,0.0,0.0,3.814156653562374
5751.0,0.0,0.0,3.8141665844134263
5752.0,0.0,0.0,3.8141758531935084
5753.0,0.0,0.0,3.8141845010878463
5754.0,0.0,0.0,3.8141925690646876
5755.0,0.0,0.0,3.814200097875298
5756.0,0.0,0.0,3.814207128053963
5757.0,0.0,0.0,3.814213699917989
5758.0,0.0,0.0,3.8142198535677005
5759.0,0.0,0.0,3.8142256288864433
5760.0,0.0,0.0,3.8142310655405818
